ID,Gender,Experience Level,Time Spent,OS,ISP,Age,Rating
6416,Female,,90.61,iOS,Cox,57,0
6418,Female,medium,,,Cox,60,0
6425,Male,medium,80.61,Android,Xfinity,68,0
6441,Female,medium,76.95,iOS,,56,0
6444,Male,medium,,Android,Cox,18,0
6456,Male,,97.3,,Xfinity,62,0
6464,Female,medium,87.92,iOS,Cox,61,0
6471,Male,low,100.94,Android,Xfinity,72,0
6475,,medium,88.68,Android,Xfinity,43,0
6494,Male,medium,92.72,Android,HughesNet,58,0
6498,Male,medium,90.73,Android,Cox,27,0
6526,Female,medium,,,,68,0
6554,Male,medium,98.25,Android,Xfinity,64,0
6561,Female,medium,88.04,,Cox,70,0
6578,Male,medium,,Android,Xfinity,68,0
6579,Male,medium,93.16,Android,Cox,60,0
6602,Male,medium,,Android,Cox,67,0
6625,Female,medium,91.9,,Cox,50,1
6643,Male,low,95.81,Android,Cox,60,0
6649,Male,medium,85.21,iOS,Cox,54,0
6659,Male,medium,,Android,,70,0
6672,Male,low,87.74,,Xfinity,41,0
6687,Male,low,114.19,Android,,53,0
6689,Male,medium,88.47,Android,Cox,67,0
6691,Male,medium,101.54,Android,Cox,,0
6694,Male,medium,,iOS,Cox,61,0
6707,Male,medium,94.7,Android,,51,0
6721,Male,medium,87.53,,Cox,56,0
6731,Male,medium,95,Android,Cox,,0
6734,,medium,91.52,iOS,Cox,50,0
6737,Male,medium,83.89,iOS,Cox,52,0
6739,Male,medium,86.88,,Xfinity,54,0
6743,Female,medium,89.54,iOS,Cox,41,0
6760,,medium,,Android,Xfinity,,0
6769,Male,,89.2,,,39,0
6788,Male,medium,87.37,Android,,,0
6799,Female,medium,96.35,,Cox,62,0
6810,Female,high,82.61,,Cox,,0
6819,Female,medium,88.12,,Xfinity,,0
6821,Male,high,79.3,iOS,Cox,58,0
6828,Female,,91.61,iOS,Xfinity,67,0
6839,Male,medium,89.75,Android,HughesNet,57,0
6840,Male,,99.59,,,52,0
6864,Female,medium,98.02,iOS,Xfinity,54,0
6867,Male,medium,,Android,,56,0
6873,Female,high,84.7,,Cox,39,0
6889,Female,medium,87.97,,Cox,28,1
6900,,,91.34,,Cox,68,0
6909,,medium,94.69,iOS,HughesNet,62,0
6914,Male,low,98.45,,HughesNet,,0
6916,,medium,,,Xfinity,53,0
6919,Male,,93.62,Android,Cox,44,0
6936,Male,medium,95.14,Android,Xfinity,66,0
6943,,medium,99.53,iOS,Cox,,0
6946,Male,medium,95.51,,Xfinity,48,0
6949,Male,medium,94.43,Android,Cox,66,0
6959,Male,low,102.76,Android,Cox,50,0
6984,Male,medium,85.8,Android,Cox,,0
6986,Male,medium,,iOS,Xfinity,,0
6997,,medium,87.47,iOS,Xfinity,65,0
7016,Male,medium,94.12,Android,Cox,71,0
7027,Male,medium,97.97,iOS,Cox,65,0
7046,Female,,83.31,iOS,Xfinity,59,0
7060,Female,high,95.43,iOS,Cox,55,0
7064,Female,medium,92,iOS,HughesNet,,0
7066,Male,low,96.98,Android,Cox,52,0
7086,Male,medium,98.53,Android,,42,0
7090,Male,medium,97.97,Android,Cox,69,0
7097,Female,,100.47,iOS,Cox,73,0
7106,Female,medium,77.75,iOS,Xfinity,62,0
7119,Female,medium,95.38,iOS,Cox,69,0
7122,Male,medium,83.7,,HughesNet,66,0
7128,Male,medium,,,Cox,,0
7133,Male,medium,90.72,Android,HughesNet,58,0
7139,,medium,96.03,,Cox,71,0
7144,,medium,90.75,,Cox,64,0
7165,Male,low,94.93,,,45,0
7174,Female,high,81.4,iOS,Xfinity,70,0
7196,Female,medium,91.62,,Cox,53,0
7202,Female,medium,,iOS,Cox,,0
7213,Male,,,Android,Xfinity,,0
7218,Male,low,93.45,Android,Cox,19,0
7220,Male,medium,,iOS,Xfinity,59,0
7234,Male,medium,,,Cox,,0
7241,,,89.1,iOS,AT&T,57,0
7245,Male,medium,88.45,,Xfinity,,0
7247,Male,medium,87.29,Android,Xfinity,38,0
7270,Male,medium,,iOS,Xfinity,55,0
7278,Male,medium,98.37,iOS,,61,0
7291,Male,low,106.08,,Cox,71,0
7295,Male,,95.44,,Cox,,0
7300,,medium,91.68,iOS,HughesNet,71,0
7301,Male,,85.73,Android,Xfinity,72,0
7305,,,93.77,Android,Xfinity,60,0
7312,Male,,88.14,Android,Cox,57,0
7318,,medium,90.96,Android,HughesNet,,0
7325,Male,medium,93.68,,Xfinity,55,0
7341,Male,medium,96.92,,Xfinity,,0
7358,,medium,95.54,,Cox,69,0
7365,Female,medium,91.9,iOS,Cox,64,0
7383,Male,medium,92.48,Android,Xfinity,,0
7391,Male,medium,91.57,,Xfinity,58,0
7404,,medium,93.14,Android,Xfinity,,0
7410,Female,high,,iOS,Xfinity,,0
7421,Male,,88.82,iOS,Cox,64,0
7428,Male,,98.24,Android,Cox,43,0
7440,Female,high,73.73,iOS,Cox,63,0
7442,,medium,82.31,iOS,Cox,59,0
7443,Male,medium,,iOS,Xfinity,,0
7449,,medium,95.3,iOS,Xfinity,57,0
7462,Male,medium,94.37,Android,Cox,,0
7466,Female,medium,86.41,,Cox,,0
7476,Female,high,79.48,iOS,HughesNet,47,1
7485,Male,,93.76,Android,Xfinity,54,0
7494,Male,medium,90.86,,Cox,48,0
7504,Male,medium,86.55,,Xfinity,71,0
7519,,medium,80.79,Android,Cox,,0
7529,Male,,77.34,Android,Xfinity,67,0
7550,Male,medium,,Android,Cox,65,0
7589,Female,medium,88.76,iOS,,57,0
7594,Male,,,,Cox,58,0
7610,Female,medium,86.74,,,,0
7629,Male,medium,84.82,Android,Cox,54,0
7633,Male,low,100.33,Android,Xfinity,69,0
7665,,medium,,,Xfinity,,0
7668,,medium,,iOS,Cox,63,0
7669,Female,,,iOS,Cox,58,0
7679,Male,high,,iOS,Cox,62,0
7681,Female,medium,101.8,iOS,,67,0
7689,Male,medium,90.99,Android,Cox,74,0
7694,,medium,92.92,Android,,56,0
7714,Male,,95.2,,Xfinity,70,0
7719,Male,medium,100.58,Android,HughesNet,56,0
7733,,medium,97.93,Android,,65,0
7740,Male,low,95.63,Android,Cox,68,0
7746,Male,medium,101.7,Android,Xfinity,65,0
7748,Male,medium,,Android,,51,0
7773,Male,medium,90.22,Android,Xfinity,60,0
7785,Male,medium,94.81,Android,Cox,,0
7795,,low,,Android,Xfinity,65,1
7797,,,91.71,Android,AT&T,,0
7799,,high,77.18,iOS,Cox,68,0
7822,Female,medium,,iOS,Cox,67,0
7830,Male,medium,,Android,Cox,,0
7831,Male,medium,94.3,Android,Cox,,0
7857,Male,medium,108.61,Android,,,0
7867,Male,low,99.51,Android,Cox,62,0
7881,Female,high,81.4,iOS,,55,0
7882,,medium,94.56,Android,Xfinity,,0
7884,Male,medium,87.29,Android,Cox,44,0
7895,Male,medium,87.48,Android,,,0
7933,Female,medium,89.64,iOS,Cox,55,0
7943,Male,,96.58,Android,Cox,,1
7949,Male,medium,81.28,Android,Cox,65,0
7953,,medium,83.98,iOS,HughesNet,,0
7955,Male,high,,Android,Cox,,0
7965,Male,medium,87.47,,HughesNet,70,0
7974,Male,medium,89.32,Android,,60,0
7997,Female,medium,82.84,,Cox,64,0
8003,Male,low,98.01,,Cox,60,0
8017,,medium,87.09,iOS,,73,0
8027,Male,medium,95.52,Android,HughesNet,64,0
8032,Male,medium,,Android,,68,0
8036,,,90.56,,HughesNet,42,0
8073,,medium,92.65,iOS,,52,0
8086,Male,medium,96.39,Android,Xfinity,63,0
8089,Male,,98.26,,Cox,,0
8090,Male,medium,89.34,,Cox,,0
8124,,medium,95.77,iOS,Xfinity,,0
8135,Male,medium,82.06,,,54,0
8139,,medium,87.15,iOS,Cox,63,0
8182,,,97.57,Android,Cox,68,1
8184,Male,medium,71.87,,AT&T,59,0
8185,Male,medium,99.02,Android,Cox,33,0
8187,Male,medium,89.8,Android,Xfinity,,0
8200,Female,medium,98.37,iOS,Xfinity,58,0
8206,Male,medium,100.41,,Cox,23,0
8209,Female,medium,87.33,,Xfinity,67,0
8221,,medium,,iOS,Xfinity,62,0
8222,Female,medium,,iOS,Cox,45,0
8228,Female,,,,,44,0
8242,Male,,97.35,,Cox,44,0
8243,Female,medium,90.53,iOS,AT&T,,0
8263,,medium,85.79,Android,HughesNet,,0
8273,Male,medium,,,Xfinity,67,0
8295,Female,,89.77,iOS,HughesNet,65,0
8297,Male,medium,,iOS,Cox,48,0
8302,,,,Android,,72,0
8304,Male,low,,Android,Xfinity,,0
8324,Male,,91.22,Android,,,0
8329,Male,,,Android,Xfinity,53,0
8330,Male,low,99.79,,Cox,63,0
8342,,medium,98.49,Android,Cox,54,0
8360,Male,,103.01,Android,Xfinity,65,0
8399,Female,medium,93.99,iOS,Xfinity,60,0
8402,Male,medium,,Android,Xfinity,,0
8407,Male,medium,93.05,iOS,,63,0
8426,,medium,92.28,iOS,,,0
8438,Male,medium,99.77,Android,,46,0
8442,Male,medium,92.17,,Cox,55,0
8448,,medium,84.2,Android,Cox,68,0
8479,Male,medium,79.63,Android,Xfinity,,0
8482,,,95.03,Android,,63,0
8489,Male,medium,80.47,Android,Xfinity,54,0
8493,Male,,91.09,,Cox,42,0
8494,,low,93.63,Android,Cox,72,0
8495,Male,,100.07,Android,Cox,65,0
8496,Male,high,74.28,Android,Xfinity,70,0
8501,Male,,82.59,Android,,46,0
8503,Male,medium,,Android,HughesNet,65,0
8504,Female,medium,93.57,,Xfinity,48,0
8506,Male,,94.15,iOS,Cox,45,0
8509,Male,,,,Xfinity,,0
8510,Male,medium,,,HughesNet,56,0
8540,Male,medium,,Android,Cox,,0
8555,,medium,83.43,Android,Xfinity,55,0
8556,Male,,,,Cox,72,0
8559,,,,,Cox,61,0
8565,Male,medium,92.06,Android,Cox,66,0
8570,Male,medium,94.52,,Xfinity,55,0
8590,,,89.35,Android,Cox,63,0
8599,Male,,85.15,Android,Xfinity,,0
8613,,medium,89.47,Android,Cox,,0
8614,Male,,96.55,Android,HughesNet,61,0
8638,,medium,86.47,,Xfinity,57,0
8642,,medium,91.41,,,61,0
8643,Male,medium,109.83,,,67,0
8660,Male,,,Android,Xfinity,46,0
8668,Male,,104.82,,,51,0
8678,,medium,,Android,,52,0
8679,Female,low,84.07,,Xfinity,21,1
8680,Female,,93.11,,Cox,58,1
8685,,low,87.9,Android,,69,1
8686,,,72.06,Android,,64,1
8693,Male,low,78.87,Android,Xfinity,56,1
8706,Female,medium,98.93,iOS,Cox,43,1
8721,Female,medium,100.35,iOS,,51,1
8726,Female,,98.69,Android,Cox,68,1
8748,Female,,93.77,iOS,AT&T,,1
8749,Male,low,,Android,Xfinity,37,1
8754,Female,,102.4,iOS,Cox,38,1
8766,Female,medium,99.89,iOS,Cox,60,1
8783,Female,low,,,Xfinity,47,1
8789,,low,73.6,Android,Cox,56,1
8801,Male,low,,Android,Xfinity,63,1
8806,Male,,,Android,Cox,56,1
8824,Female,low,95.73,Android,Cox,62,1
8833,Female,medium,90.4,,HughesNet,49,1
8855,,low,93.6,iOS,Xfinity,,1
8857,Female,low,84.46,Android,,,1
8865,Female,medium,95.88,iOS,Xfinity,68,1
8875,Female,medium,116.27,iOS,,64,1
8888,Male,low,72.59,Android,Cox,59,1
8905,Male,low,90.91,Android,Xfinity,67,1
8910,Male,,,Android,Cox,66,1
8916,Female,medium,,iOS,HughesNet,49,1
8932,,,88.53,Android,Cox,54,1
8946,Female,low,93.32,Android,,67,1
8951,Female,low,,,,52,1
8971,Male,low,69.68,,Cox,55,1
8979,,low,101.68,,Xfinity,,1
8982,Female,medium,97.95,,,67,1
8995,Female,medium,,iOS,,,1
9009,Female,low,,Android,Xfinity,54,1
9036,Male,,79.41,Android,,,1
9066,Male,low,,Android,,50,1
9097,Female,medium,118.68,,,67,1
9099,Female,low,101.42,Android,,71,1
9100,Male,low,79.57,Android,Cox,,1
9101,Male,low,,Android,Xfinity,61,1
9116,Female,low,,,Xfinity,67,1
9131,,,,Android,Cox,68,1
9135,Male,low,72.78,Android,Cox,71,1
9137,Male,low,81.44,Android,Cox,69,1
9177,Female,,86.77,Android,Cox,57,1
9178,,,77.19,,Cox,,1
9182,Male,low,86.82,Android,Cox,69,1
9192,Male,,75.53,Android,,,1
9197,Female,medium,116.58,iOS,Xfinity,55,1
9203,Female,low,77.16,Android,Cox,49,1
9213,Male,,85.17,Android,,52,1
9216,Female,low,88.34,Android,Xfinity,60,1
9221,Female,,111.99,iOS,Cox,57,1
9225,Female,medium,116.15,iOS,Cox,64,1
9234,Female,medium,,iOS,,70,0
9243,Female,medium,101.7,iOS,,50,1
9256,Female,medium,102.07,iOS,Cox,64,1
9276,Female,,93.81,,Cox,68,1
9286,Female,,99.34,iOS,Cox,60,1
9305,Female,medium,,iOS,Cox,74,0
9306,Female,low,93.79,iOS,Cox,36,1
9311,Female,,84.33,,,72,1
9317,Female,low,100.07,iOS,Cox,63,1
9336,Female,medium,96.88,iOS,Cox,51,1
9338,Female,low,85.71,,Cox,58,1
9356,Male,low,82.23,Android,Xfinity,62,1
9371,Female,,,Android,HughesNet,59,1
9385,Male,low,79.78,Android,Cox,63,1
9394,,medium,114.84,iOS,Cox,61,0
9411,Female,medium,,iOS,Cox,55,1
9412,Female,low,86.58,Android,Cox,,1
9432,Female,medium,102.9,,Cox,,1
9433,Female,low,86.17,Android,Xfinity,,1
9438,Female,,90.71,Android,,,1
9440,,medium,97.97,iOS,Xfinity,52,1
9442,Male,low,,Android,Cox,74,1
9449,,low,95.11,Android,Cox,49,1
9453,Female,,87.73,Android,Xfinity,72,1
9465,Female,medium,99.9,iOS,Cox,72,1
9472,Male,low,,Android,Cox,54,1
9481,Female,medium,101.16,iOS,Cox,,1
9486,Female,,107.78,iOS,Xfinity,67,1
9490,,low,90.73,Android,Cox,54,1
9492,Female,low,97,iOS,Cox,48,1
9495,Female,low,,Android,Xfinity,62,1
9499,Female,medium,,,Cox,62,1
9503,Female,,90.3,iOS,Cox,,1
9509,Female,low,92.39,,Cox,68,1
9517,Male,low,83.35,Android,Xfinity,63,1
9528,Female,medium,92.92,iOS,,45,1
9539,Female,low,83.09,Android,Xfinity,,1
9544,Female,low,95.12,iOS,Cox,66,1
9549,Female,medium,118.19,,,58,1
9550,Male,low,82.55,Android,Cox,,1
9552,Female,medium,,,Cox,55,1
9576,,,79.22,Android,Xfinity,58,1
9584,Female,,102.76,iOS,Cox,63,1
9585,Female,,97.34,Android,Cox,70,1
9588,Female,low,,Android,Xfinity,29,1
9598,Female,medium,,iOS,Xfinity,,1
9606,Female,medium,103.4,,Cox,44,1
9615,Female,low,,,,61,1
9620,Female,medium,107.94,,Cox,67,1
9625,Female,low,101.48,Android,Xfinity,64,1
9626,Female,medium,,,Cox,60,0
9627,Female,low,,Android,Cox,69,1
9634,Male,,69.2,,HughesNet,,1
9653,Female,low,,,HughesNet,66,1
9656,Male,low,71.32,Android,Xfinity,59,1
9663,,,85.32,Android,,69,1
9679,Male,low,79.23,Android,,62,1
9690,Male,low,91.74,Android,,68,1
9691,,medium,96.41,iOS,Cox,34,1
9705,Male,low,87.32,Android,Cox,71,1
9710,Female,low,,Android,Cox,,1
9724,,medium,106.36,iOS,Cox,60,1
9737,Female,low,98.19,iOS,,46,1
9744,Female,low,,Android,Cox,69,1
9747,Female,medium,112.4,iOS,Xfinity,41,1
9772,Female,low,84.74,Android,Cox,58,1
9774,Female,medium,,iOS,Xfinity,70,1
9793,Female,low,91.07,Android,Cox,57,1
9801,Female,medium,96.91,iOS,Cox,45,1
9810,,,102.03,iOS,Cox,63,1
9817,Male,low,73.37,Android,Xfinity,46,1
9828,Female,low,83.55,Android,HughesNet,35,1
9838,,,76.24,Android,,69,1
9848,Female,,122.04,iOS,Cox,28,1
9854,Male,low,72.96,Android,AT&T,61,1
9856,Female,low,105,,Cox,45,1
9865,,,88.86,Android,Xfinity,,1
9866,Female,low,93.7,Android,Cox,69,1
9874,Female,medium,116.02,iOS,Xfinity,70,1
9886,Female,medium,112.69,iOS,Xfinity,70,1
9887,Male,low,91.06,,Xfinity,47,1
9891,,low,83.2,Android,Cox,63,1
9896,Male,low,92.91,Android,Cox,69,1
9914,,medium,91.56,iOS,Cox,67,1
9920,Female,,109.11,iOS,Xfinity,53,1
9930,Female,,105.07,iOS,Xfinity,58,1
9941,Female,low,101.93,iOS,Cox,61,1
9954,,low,86.64,Android,Cox,66,1
9956,Female,low,,Android,,72,0
9970,,low,83.97,Android,Xfinity,64,1
9979,Male,low,84.48,,Cox,60,1
9984,,low,82.94,,Cox,72,1
9987,,low,76.93,,,,1
9989,Male,,,Android,Cox,47,1
9995,Female,medium,120.76,iOS,,45,1
9997,Male,low,83.42,,Xfinity,,1
